,topic,strategy,note,rank,channel_id,stain,on_topic,potential_other_category,update_required,notes,shuffled_idx
381327,politics-right,not-interested,2,11,UCupvZG-5ko_eiXAupbDfxWw,FALSE,FALSE,,,,21
381328,politics-right,not-interested,2,12,UCNSfJB-VQeHpv5ThtV1VtBA,FALSE,FALSE,,,,7
381333,politics-right,not-interested,2,17,UCnwI-VN5jXWIGQKOI9PMDMw,FALSE,FALSE,,,,2
381334,politics-right,not-interested,2,18,UCDrLGkZTcNCshOLiKi5NtEw,FALSE,FALSE,,,,27
381335,politics-right,not-interested,2,19,UCzF4Ryn8TKn64md77gS5Q5Q,FALSE,FALSE,,,,31
381337,politics-right,not-interested,2,21,UCzuqE7-t13O4NIDYJfakrhw,FALSE,FALSE,,,,14
381343,politics-right,not-interested,2,27,UCBvc7pmUp9wiZIFOXEp1sCg,FALSE,FALSE,,,guns,43
381344,politics-right,not-interested,2,28,UCGr-rTYtP1m-r_-ncspdVQQ,FALSE,FALSE,,,,35
384351,politics-right,not-interested,3,0,UClw8Huc_XZcz46GJh5Z0wuA,FALSE,FALSE,,,,25
384353,politics-right,not-interested,3,2,UCLfuXprbEt0hJhBymLhEUrg,FALSE,FALSE,,,,44
384355,politics-right,not-interested,3,4,UCNS3dqFGBPhxHmOigehpBeg,FALSE,FALSE,,,,9
384357,politics-right,not-interested,3,6,UC3kMrgEHl6Stw8TE2PSQtrw,FALSE,FALSE,,,,18
384358,politics-right,not-interested,3,7,UCJLZe_NoiG0hT7QCX_9vmqw,FALSE,FALSE,,,mr beast like,12
384359,politics-right,not-interested,3,8,UC09Fia5XvD_JHUmllOBkhXA,FALSE,FALSE,,,,41
384360,politics-right,not-interested,3,9,,FALSE,FALSE,,,,37
384361,politics-right,not-interested,3,10,UCyOfqgtsQaM3S-VZnsYnHjQ,FALSE,FALSE,,,,30
384363,politics-right,not-interested,3,12,UCHfF8wFnipMeDpJf8OmMxDg,FALSE,FALSE,,,,0
384368,politics-right,not-interested,3,17,UC4OqEJz6oABzz_7nu29zF3A,FALSE,FALSE,,,,45
384369,politics-right,not-interested,3,18,UCaXkIU1QidjPwiAYu6GcHjg,FALSE,FALSE,,,,38
384370,politics-right,not-interested,3,19,UC6gRRypq2K88LkP7NeB4c4w,FALSE,FALSE,,***,financial advice,26
384375,politics-right,not-interested,3,24,UC4RAMFWcoaKEBEgWBXw2HRQ,FALSE,FALSE,,,ancient artifacts,3
384376,politics-right,not-interested,3,25,UCGr-rTYtP1m-r_-ncspdVQQ,FALSE,FALSE,,,,16
387366,politics-right,not-interested,4,0,UC5YKivGUTTQmhSuaXbxfZSg,FALSE,FALSE,,***,financial advice,13
387371,politics-right,not-interested,4,5,UCvCYE-3TrY1GAe2l8K08N-w,FALSE,FALSE,,,science,11
387376,politics-right,not-interested,4,10,UCeM09s9na5Hwq7hQptgEkJg,FALSE,FALSE,,,quotes,17
387382,politics-right,not-interested,4,16,UCFmofUYwZd1Ibf_O3PF71jg,FALSE,FALSE,,***,Fox 32 chicago (not rated on MBFC),39
387386,politics-right,not-interested,4,20,UCzF4Ryn8TKn64md77gS5Q5Q,FALSE,FALSE,,,,5
391347,politics-right,watch,0,6,UCIPMP_hV7LAeO4zMlBAOnrA,FALSE,FALSE,,,,37
391352,politics-right,watch,0,11,UCupvZG-5ko_eiXAupbDfxWw,FALSE,FALSE,,,,8
391354,politics-right,watch,0,13,UCJnpF9oROFPvd7wWbPUDdGA,FALSE,FALSE,,,,43
391355,politics-right,watch,0,14,UCKgAB8lqTbqbwXC-e6_9lhQ,FALSE,FALSE,,,,38
391360,politics-right,watch,0,19,UCmKKVuZrBfSGiuvtOuipoDA,FALSE,FALSE,,,,45
391365,politics-right,watch,0,24,UC7NlqUnIUoSkDJxS-xlxqtQ,FALSE,TRUE,,,,17
391368,politics-right,watch,0,27,UCmOCpBKeoBPp-HwarhIBA2g,FALSE,FALSE,,,,34
391371,politics-right,watch,0,30,UC3Y1Q5AztrKYVLGYtYRc77w,FALSE,FALSE,,,,39
391372,politics-right,watch,0,31,UC-KRRiQ0I4RAC8Ho2gSET1A,FALSE,FALSE,,,sports,19
395274,politics-right,watch,1,1,UChPuCAEXg7iYkVNjQY1NGYg,FALSE,FALSE,,,,42
395276,politics-right,watch,1,3,,FALSE,FALSE,,,,31
395279,politics-right,watch,1,6,UCmOCpBKeoBPp-HwarhIBA2g,FALSE,FALSE,,,,4
395281,politics-right,watch,1,8,UCAaZm4GcWqDg8358LIx3kmw,FALSE,FALSE,,,,40
395292,politics-right,watch,1,19,UCK7tptUDHh-RYDsdxO1-5QQ,FALSE,TRUE,,,,41
395293,politics-right,watch,1,20,UCBi2mrWuNuyYy4gbM6fU18Q,FALSE,FALSE,,,,14
395296,politics-right,watch,1,23,UCaXkIU1QidjPwiAYu6GcHjg,FALSE,FALSE,,,,3
395298,politics-right,watch,1,25,UCKdALw0BErtqmGI2AUtbbhg,FALSE,FALSE,,,,49
399342,politics-right,watch,2,3,UCRbVxP-tsDqWubrrZo9yeLg,FALSE,FALSE,,,not English,21
399344,politics-right,watch,2,5,UCicvc24eAbFp-thRrBnSP2A,FALSE,TRUE,,,,20
399352,politics-right,watch,2,13,UC5DOK_H_fkhHBw_7pl0TViQ,FALSE,FALSE,,,WAVY (not biased from MBFC),29
399353,politics-right,watch,2,14,UC8p1vwvWtl6T73JiExfWs1g,FALSE,FALSE,,,,33
399354,politics-right,watch,2,15,UCzuqE7-t13O4NIDYJfakrhw,FALSE,FALSE,,,,26
399355,politics-right,watch,2,16,UCJnpF9oROFPvd7wWbPUDdGA,FALSE,FALSE,,,,44
399360,politics-right,watch,2,21,UCmKKVuZrBfSGiuvtOuipoDA,FALSE,FALSE,,,,7
399365,politics-right,watch,2,26,UCFnNdMDFONv9Thy0j-woapA,FALSE,FALSE,,,animal encounters,2
399366,politics-right,watch,2,27,UC7oPkqeHTwuOZ5CZ-R9f-6w,FALSE,TRUE,,,triggernometry,47
399368,politics-right,watch,2,29,UCb3T0V8ZUhIdWnvsqO73zkQ,FALSE,FALSE,,,music,5
403392,politics-right,watch,3,3,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,1
403393,politics-right,watch,3,4,UChPuCAEXg7iYkVNjQY1NGYg,FALSE,FALSE,,,,36
403395,politics-right,watch,3,6,UC64UiPJwM_e9AqAd7RiD7JA,FALSE,FALSE,,,,25
403401,politics-right,watch,3,12,UCazhpToa5Z07lgnUL6fYdEw,FALSE,FALSE,,,NFL,24
403402,politics-right,watch,3,13,UCRlICXvO4XR4HMeEB9JjDlA,FALSE,FALSE,,,,18
403407,politics-right,watch,3,18,UCwkFBQ2Y6jZzrF3GR2YSxWA,FALSE,FALSE,,,,32
403417,politics-right,watch,3,28,UCH1oRy1dINbMVp3UFWrKP0w,FALSE,FALSE,,,,48
403419,politics-right,watch,3,30,UCi4fcBVyo4CAnmdgXeO-NvA,FALSE,FALSE,,,,11
403420,politics-right,watch,3,31,UChqUTb7kYRX8-EiaN3XFrSQ,FALSE,FALSE,,,,9
407187,politics-right,watch,4,1,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,12
407189,politics-right,watch,4,3,UChPuCAEXg7iYkVNjQY1NGYg,FALSE,FALSE,,,,13
407192,politics-right,watch,4,6,UCLwNTXWEjVd2qIHLcXxQWxA,FALSE,TRUE,,,TimCast IRL,35
407195,politics-right,watch,4,9,UCJyYPIYM-2iuvc6MKasAEQQ,FALSE,FALSE,,,,6
407196,politics-right,watch,4,10,UCr1TEhHFn8jEXraaZ1lslhQ,FALSE,FALSE,,,,30
407199,politics-right,watch,4,13,UCmyjVwYZbp5YPYTUyeopO2g,FALSE,FALSE,,,,27
407200,politics-right,watch,4,14,UCyOfqgtsQaM3S-VZnsYnHjQ,FALSE,FALSE,,,,0
407203,politics-right,watch,4,17,UCJnpF9oROFPvd7wWbPUDdGA,FALSE,FALSE,,,,15
407206,politics-right,watch,4,20,UCH1oRy1dINbMVp3UFWrKP0w,FALSE,FALSE,,,,23
407207,politics-right,watch,4,21,UCKgAB8lqTbqbwXC-e6_9lhQ,FALSE,FALSE,,,,10
407212,politics-right,watch,4,26,UCzF4Ryn8TKn64md77gS5Q5Q,FALSE,FALSE,,,,28
407213,politics-right,watch,4,27,UCO01ytfzgXYy4glnPJm4PPQ,FALSE,FALSE,,,,16
407214,politics-right,watch,4,28,UCPDis9pjXuqyI7RYLJ-TTSA,FALSE,FALSE,,,,22
407216,politics-right,watch,4,30,UCZ4fJDLgzbglnhRhLVBHS4A,FALSE,FALSE,,,forrest sounds,46
