,topic,strategy,note,rank,channel_id,stain,on_topic,potential_other_category,update_required,notes,shuffled_idx
65863,alt-right,none,4,18,UC7edjYPNhTm5LYJMT7UMt0Q,FALSE,FALSE,,,,6
65864,alt-right,none,4,19,UC-8ywcgWTF2gMiPtrycZIcw,FALSE,FALSE,,,water news,32
65866,alt-right,none,4,21,UCbLIqv9Puhyp9_ZjVtfOy7w,FALSE,FALSE,,,COD,10
65867,alt-right,none,4,22,UC5T0tXJN5CrMZUEJuz4oovw,FALSE,FALSE,,,tv review,7
68498,alt-right,not-interested,0,5,UC12E3RFoZzw873OfYoXi55A,FALSE,FALSE,,,midwest craft chat,35
68499,alt-right,not-interested,0,6,UCxDZs_ltFFvn0FDHT6kmoXA,FALSE,FALSE,,,,24
68501,alt-right,not-interested,0,8,UCkH00DEvivJzUfQk2KVsA4A,FALSE,FALSE,,,,8
68502,alt-right,not-interested,0,9,UCJ5v_MCY6GNUBTO8-D3XoAg,FALSE,FALSE,,,,11
68503,alt-right,not-interested,0,10,UC1yNl2E66ZzKApQdRuTQ4tw,FALSE,FALSE,,,,18
68506,alt-right,not-interested,0,13,UC-9b7aDP6ZN0coj9-xFnrtw,FALSE,FALSE,,,,17
68510,alt-right,not-interested,0,17,UCxByVUuLdxxiqQVmbOnDEzw,FALSE,FALSE,,,somebody in the outdoors,9
68511,alt-right,not-interested,0,18,UCEKt2bUDBoRUw3wpPpDOUaA,FALSE,FALSE,,,,15
68513,alt-right,not-interested,0,20,UCz8K1occVvDTYDfFo7N5EZw,FALSE,FALSE,,,,26
68515,alt-right,not-interested,0,22,UCRA1O1myxsOJmL5BlG1Qavw,FALSE,FALSE,,,music,48
71075,alt-right,not-interested,1,0,UCYTTC8FyL-32YYQIGIjZt2Q,FALSE,FALSE,,,video games,6
71078,alt-right,not-interested,1,3,UCJyYPIYM-2iuvc6MKasAEQQ,FALSE,FALSE,,,,38
71079,alt-right,not-interested,1,4,UCOpCXbrCHs8oqBEHteuFftw,FALSE,FALSE,politics,,cumtown,10
71080,alt-right,not-interested,1,5,UC7vUM39odw3OEqeCYnJ6Weg,FALSE,FALSE,,,video game,14
71081,alt-right,not-interested,1,6,UCdC0An4ZPNr_YiFiYoVbwaw,FALSE,FALSE,,,daily does of internet,20
71082,alt-right,not-interested,1,7,UC9MAhZQQd9egwWCxrwSIsJQ,FALSE,FALSE,,,,39
71084,alt-right,not-interested,1,9,UC9k-yiEpRHMNVOnOi_aQK8w,FALSE,FALSE,,,,30
71087,alt-right,not-interested,1,12,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,29
71090,alt-right,not-interested,1,15,UCa3SDs8cPme7tD9S8BIVYrw,FALSE,FALSE,,,,7
71092,alt-right,not-interested,1,17,UC4mftUX7apmV1vsVXZh7RTw,FALSE,FALSE,,,naval ships,5
71095,alt-right,not-interested,1,20,UCOVcAiUMS7RZ6RVUcrwAYXA,FALSE,FALSE,,,,28
73405,alt-right,not-interested,2,0,UC0IqOHcZ4sJKD_J6gjKsUKQ,FALSE,FALSE,,,,21
73409,alt-right,not-interested,2,4,UCT80uJtOE2sGejGX16zQGoA,FALSE,FALSE,,,walking in kenzington philly,4
73411,alt-right,not-interested,2,6,UCEkX1c-4hs1W_kpABfrzmzg,FALSE,FALSE,,,,12
73412,alt-right,not-interested,2,7,UCYwVxWpjeKFWwu8TML-Te9A,FALSE,FALSE,,,criminal psychology,37
73414,alt-right,not-interested,2,9,UCMlgBm2kOuCSLhAu7_C7AZQ,FALSE,FALSE,politics,,Sky News Australia fans,25
73417,alt-right,not-interested,2,12,UCFuzExfO2fUVmNK5_COvsNg,FALSE,FALSE,,,,36
75726,alt-right,not-interested,3,0,UCHfF8wFnipMeDpJf8OmMxDg,FALSE,FALSE,,,,19
75730,alt-right,not-interested,3,4,UCzFOXkiyQiqdq2r5aUPF6Aw,FALSE,FALSE,,,jiu-jitsu,46
75731,alt-right,not-interested,3,5,UCTzDJyA8dRtj3ZgYhLITHvA,FALSE,FALSE,,,Mexican-interest news,43
75732,alt-right,not-interested,3,6,UC1bjWVLp2aaJmPcNbi9OOsw,FALSE,FALSE,,,music,1
75734,alt-right,not-interested,3,8,UC06E4Y_-ybJgBUMtXx8uNNw,FALSE,FALSE,,,scientist,47
75737,alt-right,not-interested,3,11,UCnYMOamNKLGVlJgRUbamveA,FALSE,FALSE,,,,0
75740,alt-right,not-interested,3,14,UCPDis9pjXuqyI7RYLJ-TTSA,FALSE,FALSE,,,,33
75741,alt-right,not-interested,3,15,UCNlfGuzOAKM1sycPuM_QTHg,FALSE,FALSE,,,,2
75743,alt-right,not-interested,3,17,UCyOfqgtsQaM3S-VZnsYnHjQ,FALSE,FALSE,,,,34
75744,alt-right,not-interested,3,18,UCdw1GVKUb-tHU4Wcj6hCe8g,FALSE,FALSE,,,,13
78265,alt-right,not-interested,4,0,UCPp9ZWtDG18S4svtwPQoTJw,FALSE,FALSE,,,,27
78267,alt-right,not-interested,4,2,UCWu-IOxbeSD-MRM2Q87ZF0A,FALSE,FALSE,,,,40
78268,alt-right,not-interested,4,3,UCO01ytfzgXYy4glnPJm4PPQ,FALSE,FALSE,,,,41
78270,alt-right,not-interested,4,5,UCcfw3aIB3slSY1rjU7OGkZQ,FALSE,FALSE,,,,45
78271,alt-right,not-interested,4,6,UCIpwPuJsrboNnf200oV8cWQ,FALSE,FALSE,,,,23
78272,alt-right,not-interested,4,7,UCuF49lP5gkkw5L8HK3H6GJg,FALSE,FALSE,,,,22
78273,alt-right,not-interested,4,8,UCJ5v_MCY6GNUBTO8-D3XoAg,FALSE,FALSE,,,,32
78275,alt-right,not-interested,4,10,UCE4GEUN-aR_HK8QWuKkWqEw,FALSE,FALSE,,,,42
78279,alt-right,not-interested,4,14,UCzQUP1qoWDoEbmsQxvdjxgQ,FALSE,FALSE,,,,49
78283,alt-right,not-interested,4,18,UC1PrvGO58IkNPTqD_0zoVrA,FALSE,FALSE,,,,31
78284,alt-right,not-interested,4,19,UCvtuPgvFmA--W404WkST8GA,FALSE,FALSE,,,,3
78286,alt-right,not-interested,4,21,UCbxCR9QT9YTuUa4ONm7zAaA,FALSE,FALSE,,,,16
78287,alt-right,not-interested,4,22,UCGaVdbSav8xWuFWTadK6loA,FALSE,FALSE,,,,44
81667,alt-right,watch,0,2,UCJMC-44oT9l97ra5iemDPiA,FALSE,FALSE,,,,28
81675,alt-right,watch,0,10,UCUHilQpz7Pzth1wwmcQjXjg,FALSE,FALSE,,,music,20
81679,alt-right,watch,0,14,UCLwNTXWEjVd2qIHLcXxQWxA,FALSE,FALSE,,,,11
81683,alt-right,watch,0,18,UCSu7x-J8ESHojsq8mCvFOZw,FALSE,FALSE,,,bing central,13
85306,alt-right,watch,1,0,UCNKJhostw6KyfQUd2trZ3Sw,FALSE,FALSE,,,country farmer,27
85310,alt-right,watch,1,4,UCp7NJD2Pbao4PQg1fePCL4Q,FALSE,FALSE,,,bible study,47
85311,alt-right,watch,1,5,UCDnwlb3IQDPJtFysPUJbDFQ,FALSE,FALSE,,,doctors,12
85312,alt-right,watch,1,6,UCFn1ROV1cysLXMkS53Aw6PQ,FALSE,FALSE,,,,49
85313,alt-right,watch,1,7,UCupvZG-5ko_eiXAupbDfxWw,FALSE,FALSE,politics,,CNN,15
85314,alt-right,watch,1,8,UCVSNOxehfALut52NbkfRBaA,FALSE,FALSE,politics,,news,26
85315,alt-right,watch,1,9,UCojNA7ZvnmGuIvYnm44wl3Q,FALSE,FALSE,politics,,local news,0
85316,alt-right,watch,1,10,UChDKyKQ59fYz3JO2fl0Z6sg,FALSE,FALSE,politics,,NBC Today,42
85317,alt-right,watch,1,11,UCAeWdyKJXGWmVAXFpgLNNTg,FALSE,FALSE,politics,,CBC Evening news,24
85318,alt-right,watch,1,12,UCi4fcBVyo4CAnmdgXeO-NvA,FALSE,FALSE,politics,,CBS Boston,19
85319,alt-right,watch,1,13,UCBu0KdNokE4MqdkacvH37_A,FALSE,FALSE,politics,,local news,10
85324,alt-right,watch,1,18,UChqUTb7kYRX8-EiaN3XFrSQ,FALSE,FALSE,,,,16
85325,alt-right,watch,1,19,UCPDis9pjXuqyI7RYLJ-TTSA,FALSE,FALSE,,,,37
85326,alt-right,watch,1,20,UCD-oD8ZTySlwLQLbDsRaxmQ,FALSE,FALSE,,,,32
85332,alt-right,watch,1,26,UCodkb-qBktJI5NrUsPYpf7g,FALSE,FALSE,,,,9
85333,alt-right,watch,1,27,UCC9EjyMN_hx5NdctLBx5X7w,FALSE,FALSE,,,,44
85334,alt-right,watch,1,28,UCkqcY4CAuBFNFho6JgygCnA,FALSE,FALSE,,,man-centered jock motivation,40
88911,alt-right,watch,2,3,UCz8K1occVvDTYDfFo7N5EZw,FALSE,FALSE,,,,31
88914,alt-right,watch,2,6,UCnetiRHPnIMBCm-yY4m69qA,FALSE,FALSE,,,road rage dashcam videos,7
88916,alt-right,watch,2,8,UCVSNOxehfALut52NbkfRBaA,FALSE,FALSE,,,,29
88924,alt-right,watch,2,16,UCxjC_VVez3w8Uyh7LWPnkXA,FALSE,FALSE,politics,,local neews,4
88926,alt-right,watch,2,18,UChqUTb7kYRX8-EiaN3XFrSQ,FALSE,FALSE,,,,8
88928,alt-right,watch,2,20,UCuF49lP5gkkw5L8HK3H6GJg,FALSE,FALSE,,,,1
88929,alt-right,watch,2,21,,FALSE,FALSE,,,,6
88935,alt-right,watch,2,27,UCFn1ROV1cysLXMkS53Aw6PQ,FALSE,FALSE,,,,33
92438,alt-right,watch,3,3,UCX6OQ3DkcsbYNE6H8uQQuVA,FALSE,FALSE,,,,46
92439,alt-right,watch,3,4,UCVxfRg9nlAEsUjvgnONTrqA,FALSE,FALSE,,,algorithmic trading,34
92441,alt-right,watch,3,6,UCEKahDl_amqEoBqzh9UDYHw,FALSE,FALSE,,,,17
92449,alt-right,watch,3,14,UCeY0bbntWzzVIaj2z3QigXg,FALSE,FALSE,,,,2
92450,alt-right,watch,3,15,UCktceZtn0Kxd53qjjM2KzqA,FALSE,FALSE,politics,,FOX news,38
92453,alt-right,watch,3,18,UCBu0KdNokE4MqdkacvH37_A,FALSE,FALSE,,,,36
92455,alt-right,watch,3,20,UC9MAhZQQd9egwWCxrwSIsJQ,FALSE,FALSE,,,,23
92456,alt-right,watch,3,21,UCodkb-qBktJI5NrUsPYpf7g,FALSE,FALSE,,,,45
92460,alt-right,watch,3,25,UCJyYPIYM-2iuvc6MKasAEQQ,FALSE,FALSE,,,,25
92462,alt-right,watch,3,27,UCIFk2uvCNcEmZ77g0ESKLcQ,FALSE,FALSE,,,The Why Files,48
92463,alt-right,watch,3,28,UCO0akufu9MOzyz3nvGIXAAw,FALSE,FALSE,,,,22
92464,alt-right,watch,3,29,UCTSRIY3GLFYIpkR2QwyeklA,FALSE,FALSE,,,vlogger,21
95877,alt-right,watch,4,0,UC8XElpsf3j_hgceQA7IDJ8Q,FALSE,FALSE,,,,39
95879,alt-right,watch,4,2,UCSEY9d6nzrS9yk2UWW6OYXA,FALSE,FALSE,,,Compound Podcast hosted by Gavin McInnes (Alt-Lite),30
95886,alt-right,watch,4,9,UCAeWdyKJXGWmVAXFpgLNNTg,FALSE,FALSE,,,,14
95887,alt-right,watch,4,10,UC6ZFN9Tx6xh-skXCuRHCDpQ,FALSE,FALSE,politics,,PBS Newshour,3
95893,alt-right,watch,4,16,UCktceZtn0Kxd53qjjM2KzqA,FALSE,FALSE,,,,5
95896,alt-right,watch,4,19,UCXIJgqnII2ZOINSWNOGFThA,FALSE,FALSE,,,,43
95897,alt-right,watch,4,20,UCJyYPIYM-2iuvc6MKasAEQQ,FALSE,FALSE,,,,35
95898,alt-right,watch,4,21,UCPgLNge0xqQHWM5B5EFH9Cg,FALSE,FALSE,,,,41
95906,alt-right,watch,4,29,UC51KgmIyNO6uqxb68sjgIXw,FALSE,FALSE,,,antique explorer,18
98495,antitheist,delete,0,1,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,38
98498,antitheist,delete,0,4,UCO-E34ZPoQ0bpSfKgOab5_A,FALSE,FALSE,,,minecraft ,45
98500,antitheist,delete,0,6,UCJyYPIYM-2iuvc6MKasAEQQ,FALSE,FALSE,,,,34
98504,antitheist,delete,0,10,UCVveEFTOd6khhSXXnRhxJmg,FALSE,FALSE,,,engineer,10
98505,antitheist,delete,0,11,UCMn2GAjYyBojkPtWRMkjpPw,FALSE,FALSE,,,soft rock,6
98509,antitheist,delete,0,15,UCvQECJukTDE2i6aCoMnS-Vg,FALSE,FALSE,,,big think,17
98510,antitheist,delete,0,16,UCDmvEp5Rtjw817rMw_Z-S1A,FALSE,FALSE,,,relaxing sounds,39
98512,antitheist,delete,0,18,UCfPb7fvFMpSdQ71apTKkhkQ,FALSE,FALSE,,,bible,40
98514,antitheist,delete,0,20,UCqNYK5QArQRZSIR8v6_FCfA,FALSE,FALSE,,,,49
98515,antitheist,delete,0,21,UCGr-rTYtP1m-r_-ncspdVQQ,FALSE,FALSE,,,,20
98516,antitheist,delete,0,22,UCaVs3uSGH1poAjGnKg6O9gQ,FALSE,FALSE,,,music,44
100971,antitheist,delete,1,0,UC3gDEBGv2HJQOEB6N-cuSPA,FALSE,FALSE,,,culture commentary (definitely critical of dramaticized religion but not religion itself?),3
100978,antitheist,delete,1,7,UCwWhs_6x42TyRM4Wstoq8HA,FALSE,FALSE,,,,31
100979,antitheist,delete,1,8,UC-r13SLLdZtZNmuC2bMnlmw,FALSE,FALSE,,,,35
100982,antitheist,delete,1,11,UCupvZG-5ko_eiXAupbDfxWw,FALSE,FALSE,,,,19
100986,antitheist,delete,1,15,UC0M0rxSz3IF0CsSour1iWmw,FALSE,FALSE,,,,25
100989,antitheist,delete,1,18,UCHn4Z8uDj3O187-oevk0Bow,FALSE,FALSE,,,movie deleted scenes,14
100991,antitheist,delete,1,20,UCeY0bbntWzzVIaj2z3QigXg,FALSE,FALSE,,,,29
103443,antitheist,delete,2,1,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,21
103444,antitheist,delete,2,2,UC0gJOE0fHy2H4c2ina_8Bgw,FALSE,TRUE,,,The Wonderful Truth,7
103448,antitheist,delete,2,6,UCP5lp25rwv2lBCjpce0hi0A,FALSE,FALSE,,,Slow rock,24
103449,antitheist,delete,2,7,UChPuCAEXg7iYkVNjQY1NGYg,FALSE,FALSE,,,,37
103451,antitheist,delete,2,9,UCKISdPdeNZ9avu_x4FK-cwA,FALSE,TRUE,,,Atheist experience and anti-Christianity,42
103452,antitheist,delete,2,10,UCHn4Z8uDj3O187-oevk0Bow,FALSE,FALSE,,,,33
103453,antitheist,delete,2,11,UCeY0bbntWzzVIaj2z3QigXg,FALSE,FALSE,,,,12
103454,antitheist,delete,2,12,UC1dVfl5-I98WX3yCy8IJQMg,FALSE,FALSE,,,,5
103456,antitheist,delete,2,14,UCyOfqgtsQaM3S-VZnsYnHjQ,FALSE,FALSE,,,,46
103459,antitheist,delete,2,17,UC3XTzVzaHQEd30rQbuvCtTQ,FALSE,FALSE,,,,48
103460,antitheist,delete,2,18,UCNS3dqFGBPhxHmOigehpBeg,FALSE,FALSE,,,,9
103462,antitheist,delete,2,20,UCGr-rTYtP1m-r_-ncspdVQQ,FALSE,FALSE,,,,4
103463,antitheist,delete,2,21,UCX6OQ3DkcsbYNE6H8uQQuVA,FALSE,FALSE,,,,28
103464,antitheist,delete,2,22,UCO6DPUss5C5_sSIayQPJcXw,FALSE,FALSE,,,,13
105969,antitheist,delete,3,0,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,2
105972,antitheist,delete,3,3,UCX6OQ3DkcsbYNE6H8uQQuVA,FALSE,FALSE,,,,16
105974,antitheist,delete,3,5,UCrGmKFDbdQBz6MdL2JfSypw,FALSE,FALSE,,,Korean minecraft,43
105976,antitheist,delete,3,7,UC7DN2g2KJ6MLASJDTpc-6pQ,FALSE,FALSE,,,Comics,23
105977,antitheist,delete,3,8,UCGfgKimGJ4yueKEtFVPpHtw,FALSE,FALSE,,,gentle rain,36
105978,antitheist,delete,3,9,UCDogdKl7t7NHzQ95aEwkdMw,FALSE,FALSE,,,sidemen,0
105979,antitheist,delete,3,10,UCeY0bbntWzzVIaj2z3QigXg,FALSE,FALSE,,,,47
105983,antitheist,delete,3,14,,FALSE,FALSE,,,,41
105984,antitheist,delete,3,15,UCKc5D_o4etjuQwgUZ9eKCLQ,FALSE,FALSE,,,lofi,18
105991,antitheist,delete,3,22,UCGfgKimGJ4yueKEtFVPpHtw,FALSE,FALSE,,,,1
108363,antitheist,delete,4,2,UC7bX_RrH3zbdp5V4j5umGgw,FALSE,FALSE,,,,32
108367,antitheist,delete,4,6,UCqZQlzSHbVJrwrn5XvzrzcA,FALSE,FALSE,,,,11
108369,antitheist,delete,4,8,UCnYMOamNKLGVlJgRUbamveA,FALSE,FALSE,,,financial advice,27
108371,antitheist,delete,4,10,UCpIafFPGutTAKOBHMtGen7g,FALSE,FALSE,,,memes,15
108374,antitheist,delete,4,13,UCBCi8RpchMBJaW5GZEgKhnA,FALSE,FALSE,,,rain,22
108375,antitheist,delete,4,14,UCT2YoQnZOzQJ2-S44Qkk0qw,FALSE,FALSE,,,medidation,30
108377,antitheist,delete,4,16,UCSJ4gkVC6NrvII8umztf0Ow,FALSE,FALSE,,,,8
108378,antitheist,delete,4,17,UCddem5RlB3bQe99wyY49g0g,FALSE,FALSE,,,,26
111639,antitheist,dislike,0,2,UCz8K1occVvDTYDfFo7N5EZw,FALSE,FALSE,,,,4
111640,antitheist,dislike,0,3,UCAaZm4GcWqDg8358LIx3kmw,FALSE,FALSE,,,,11
111643,antitheist,dislike,0,6,UCJtRQLSP2bi7N0X9NhDV-yw,FALSE,FALSE,,,,31
111646,antitheist,dislike,0,9,UC7osqPCRB5KF4ppEuhX-w7w,FALSE,FALSE,,,,20
111649,antitheist,dislike,0,12,UCyOfqgtsQaM3S-VZnsYnHjQ,FALSE,FALSE,,,,34
111651,antitheist,dislike,0,14,UCD8AAvA3_JDFeOps-HzPPHg,FALSE,FALSE,,,,10
111652,antitheist,dislike,0,15,UC6BLQ4Po0euDOZq9gUgkWAQ,FALSE,TRUE,,,,7
111653,antitheist,dislike,0,16,UCD2VuGlPSfBDFGKhxviv1Zg,FALSE,FALSE,,,singing,0
111654,antitheist,dislike,0,17,UCUFnGWHIQvybwmR7XDh7-9A,FALSE,FALSE,,,dog caring,1
114776,antitheist,dislike,1,4,UCT0X3_r12NwgteD22ZDTAlw,FALSE,FALSE,,,video game memes ,38
114777,antitheist,dislike,1,5,UCwRJHlNjssU29Qh95qsLzdA,FALSE,FALSE,,,movie clips,21
114779,antitheist,dislike,1,7,UCigygyPkHm07o-wQvkET7Og,FALSE,FALSE,,,music,2
114781,antitheist,dislike,1,9,UCVveEFTOd6khhSXXnRhxJmg,FALSE,FALSE,,,,24
114782,antitheist,dislike,1,10,UCtPrkXdtCM5DACLufB9jbsA,FALSE,FALSE,,,scary stories,36
114783,antitheist,dislike,1,11,UCeY0bbntWzzVIaj2z3QigXg,FALSE,FALSE,,,,43
114786,antitheist,dislike,1,14,UC3ltptWa0xfrDweghW94Acg,FALSE,FALSE,,,,27
114787,antitheist,dislike,1,15,UC13mSI38YWz5zfvxXDPpePA,FALSE,FALSE,politics,,local news,12
114789,antitheist,dislike,1,17,UC-9b7aDP6ZN0coj9-xFnrtw,FALSE,FALSE,,,,13
117912,antitheist,dislike,2,0,UCJAEpBR_-pDaOqexRN_IWhg,FALSE,FALSE,,,movies,41
117914,antitheist,dislike,2,2,UCtPrkXdtCM5DACLufB9jbsA,FALSE,FALSE,,,,46
117917,antitheist,dislike,2,5,UCwxumlzLgn2c-x0Rnq1jOBQ,FALSE,FALSE,,,not in english,40
117918,antitheist,dislike,2,6,,FALSE,FALSE,,,,29
117919,antitheist,dislike,2,7,UCQcBeOSFQvB1kD0G37qeolA,FALSE,FALSE,,,Bill Burr,6
117921,antitheist,dislike,2,9,UCVTyTA7-g9nopHeHbeuvpRA,FALSE,FALSE,,,Late night,22
117922,antitheist,dislike,2,10,UCwWhs_6x42TyRM4Wstoq8HA,FALSE,FALSE,,,,45
117927,antitheist,dislike,2,15,UCc0YbtMkRdhcqwhu3Oad-lw,FALSE,FALSE,,,TV,3
117929,antitheist,dislike,2,17,UCUbl5sgU5GcpGaP1nzvyG-w,FALSE,FALSE,,,,42
117931,antitheist,dislike,2,19,UCHsRtomD4twRf5WVHHk-cMw,FALSE,FALSE,,,,8
121126,antitheist,dislike,3,7,UCSWwb_YyNB8vuC1VDcfPPaQ,FALSE,FALSE,,,,9
121127,antitheist,dislike,3,8,UCz2RMMEv5CNrOKJhs7BvLpw,FALSE,FALSE,,,,5
121128,antitheist,dislike,3,9,UC6MFZAOHXlKK1FI7V0XQVeA,FALSE,FALSE,,,vlogger,25
121130,antitheist,dislike,3,11,UCwWhs_6x42TyRM4Wstoq8HA,FALSE,FALSE,,,,30
121131,antitheist,dislike,3,12,UCqZQlzSHbVJrwrn5XvzrzcA,FALSE,FALSE,,,,19
121133,antitheist,dislike,3,14,UCBCi8RpchMBJaW5GZEgKhnA,FALSE,FALSE,,,,26
121134,antitheist,dislike,3,15,UCVE0ap5PtXwsr8XrliHTiUg,FALSE,FALSE,,,theater,39
121135,antitheist,dislike,3,16,UCEuMQ0H-7VYfox21BvmjjsQ,FALSE,FALSE,politics,,news,37
121138,antitheist,dislike,3,19,UCswH8ovgUp5Bdg-0_JTYFNw,FALSE,FALSE,,,,23
121139,antitheist,dislike,3,20,UCeXiK6UClRyAIZxO8wuTv3g,FALSE,FALSE,,,cats,18
121140,antitheist,dislike,3,21,UC0L1suV8pVgO4pCAIBNGx5w,FALSE,FALSE,politics,,news,49
124525,antitheist,dislike,4,0,UCT0X3_r12NwgteD22ZDTAlw,FALSE,FALSE,,,,15
124526,antitheist,dislike,4,1,UC9r9HYFxEQOBXSopFS61ZWg,FALSE,FALSE,politics,,news,35
124530,antitheist,dislike,4,5,UCFXs_H4Cea1HE6Qm4oF0OzQ,FALSE,FALSE,,,jewelry,32
124535,antitheist,dislike,4,10,UC6oHLp5r0FcXwzxmWzL1aSg,FALSE,FALSE,,,,47
124536,antitheist,dislike,4,11,UCvlj0IzjSnNoduQF0l3VGng,FALSE,FALSE,,,,14
124537,antitheist,dislike,4,12,UCtPrkXdtCM5DACLufB9jbsA,FALSE,FALSE,,,,33
124541,antitheist,dislike,4,16,UC-4HMv1j00QTebcFg4mV2DQ,FALSE,FALSE,,,music,48
124542,antitheist,dislike,4,17,UCVTyTA7-g9nopHeHbeuvpRA,FALSE,FALSE,,,,16
124544,antitheist,dislike,4,19,UCvixJtaXuNdMPUGdOPcY8Ag,FALSE,FALSE,politics,,news,44
124546,antitheist,dislike,4,21,UCzlkALArP_rmWlKoh_MfihA,FALSE,FALSE,,,anime,17
124547,antitheist,dislike,4,22,UCQANb2YPwAtK-IQJrLaaUFw,FALSE,FALSE,,,,28
127057,antitheist,dislike-recommendation,0,0,UCJ6r2gNypgR1HhgbM8ZFXMg,FALSE,FALSE,,,,24
127058,antitheist,dislike-recommendation,0,1,,FALSE,FALSE,,,,13
127059,antitheist,dislike-recommendation,0,2,UCzINPf7zTdcAoBlwUg0xfwA,FALSE,FALSE,,,random vids,39
127060,antitheist,dislike-recommendation,0,3,UCTrQ7HXWRRxr7OsOtodr2_w,FALSE,FALSE,politics,,news,35
127061,antitheist,dislike-recommendation,0,4,UCD8AAvA3_JDFeOps-HzPPHg,FALSE,FALSE,,,,31
127062,antitheist,dislike-recommendation,0,5,UCptcS69pBLJfkOo3CT1b-Hg,FALSE,FALSE,,,not english,2
127063,antitheist,dislike-recommendation,0,6,UCQFC6xLJy3NzxGXRkaPrlYQ,FALSE,FALSE,,,study music,48
127067,antitheist,dislike-recommendation,0,10,UCI25IKLd4L12mAzfFsVK95g,FALSE,TRUE,,,,40
127069,antitheist,dislike-recommendation,0,12,UCMmaBzfCCwZ2KqaBJjkj0fw,FALSE,FALSE,,,,49
127070,antitheist,dislike-recommendation,0,13,UCqoAEDirJPjEUFcF2FklnBA,FALSE,FALSE,,,startalk,47
127072,antitheist,dislike-recommendation,0,15,UCFn1ROV1cysLXMkS53Aw6PQ,FALSE,FALSE,,,,16
127073,antitheist,dislike-recommendation,0,16,UCtRn3ZVlpRcKm4kxNeBFunA,FALSE,FALSE,,,random,37
127075,antitheist,dislike-recommendation,0,18,UCS0AAs7t62rKfnrql2fbo9A,FALSE,FALSE,politics,,political satire,36
127077,antitheist,dislike-recommendation,0,20,UCTQgz1HeKoCMayrsyOJTdQw,FALSE,FALSE,,,wisdom for life (not actively anti-religious),42
129609,antitheist,dislike-recommendation,1,2,UCs6SFkATW0gluwIWNuMuYYw,FALSE,FALSE,,,news,19
129612,antitheist,dislike-recommendation,1,5,UClj8rx-qaFbnUiUUvt8Nb2Q,FALSE,FALSE,,,audiobooks,26
129613,antitheist,dislike-recommendation,1,6,UCBPgTCG8SIOppv8F9CVSesg,FALSE,FALSE,,,video games,14
129614,antitheist,dislike-recommendation,1,7,UCHXqfrBY1SxuMu2LMkEa6yQ,FALSE,FALSE,,,monty python,29
129615,antitheist,dislike-recommendation,1,8,UCcGRpWmLAzxGG1REPl9QRlQ,FALSE,FALSE,,,cartoons,8
129616,antitheist,dislike-recommendation,1,9,,FALSE,FALSE,,,,1
129617,antitheist,dislike-recommendation,1,10,UCVHTypjbrXH-maZaIkwweJA,FALSE,FALSE,politics,,news,38
129618,antitheist,dislike-recommendation,1,11,UCe-IpCdcY7Juh6XsJtfj9iw,FALSE,FALSE,,,comedy,12
129620,antitheist,dislike-recommendation,1,13,UC-9b7aDP6ZN0coj9-xFnrtw,FALSE,FALSE,,,,6
129623,antitheist,dislike-recommendation,1,16,UCofJu853kJKpkg4y5a-9YXg,FALSE,FALSE,,,camping,17
129624,antitheist,dislike-recommendation,1,17,UCxlXjD6UH2BUm4O4XPgmrqg,FALSE,FALSE,,,not in english,3
129625,antitheist,dislike-recommendation,1,18,UCWoMpx18YeSVuI7ObqEk8eg,FALSE,FALSE,,,ancient history,18
131930,antitheist,dislike-recommendation,2,0,UCIGssa4o9aOlfSyOLuQmkEA,FALSE,FALSE,,,old documentaries/clips,32
131933,antitheist,dislike-recommendation,2,3,UC4aV8MV1xsaCMMCvoTnMVFw,FALSE,FALSE,,,anime,10
131941,antitheist,dislike-recommendation,2,11,UCxXlIXQtfhm5CbkPS95IWHg,FALSE,FALSE,,,old debates,28
131943,antitheist,dislike-recommendation,2,13,UCgJgDI5G8PaaVOrLd0Z_Cxg,FALSE,FALSE,,,brainy dose,46
131944,antitheist,dislike-recommendation,2,14,UCFn1ROV1cysLXMkS53Aw6PQ,FALSE,FALSE,,,,41
134540,antitheist,dislike-recommendation,3,0,UCRbh9AMc9BIXw5MNCAf6DJw,FALSE,FALSE,,,vlogger,0
134542,antitheist,dislike-recommendation,3,2,UCy6kyFxaMqGtpE3pQTflK8A,FALSE,FALSE,,,,44
134543,antitheist,dislike-recommendation,3,3,UCswH8ovgUp5Bdg-0_JTYFNw,FALSE,FALSE,,,,23
134546,antitheist,dislike-recommendation,3,6,UC-9b7aDP6ZN0coj9-xFnrtw,FALSE,FALSE,,,,9
134547,antitheist,dislike-recommendation,3,7,UCL1c_kVdgRMqTfUJgBIueEg,FALSE,FALSE,,,boxing,27
134551,antitheist,dislike-recommendation,3,11,UCINb0wqPz-A0dV9nARjJlOQ,FALSE,FALSE,,,,30
134552,antitheist,dislike-recommendation,3,12,,FALSE,FALSE,,,,7
134557,antitheist,dislike-recommendation,3,17,UCxr2d4As312LulcajAkKJYw,FALSE,FALSE,,,Townsend cooking,11
